graph_name,time,,,,,,,,,,
4673_e_093,149.0066569,0,0,1,1,0,No,ilp,No,42,strong components
5738_e_099,143.4098926,0,0,1,1,0,No,ilp,No,39,strong components
5909_e_101,126.4580913,0,0,1,1,0,No,ilp,No,37,strong components
1661_e_053,125.3390768,0,0,1,1,0,No,ilp,No,35,strong components
1665_e_053,121.1588414,0,0,1,1,0,No,ilp,No,39,strong components
3586_e_081,115.1192327,0,0,1,1,0,No,ilp,No,44,strong components
371_e_019,110.5108469,0,0,1,1,0,No,ilp,No,44,strong components
4913_e_093,103.7570438,0,0,1,1,0,No,ilp,No,40,strong components
5938_e_101,99.22814775,0,0,1,1,0,No,ilp,No,39,strong components
4985_e_097,93.1864233,0,0,1,1,0,No,ilp,No,44,strong components
6126_e_101,74.69049096,0,0,1,1,0,No,ilp,No,40,strong components
3688_e_081,73.38232255,0,0,1,1,0,No,ilp,No,44,strong components
3418_e_079,73.34013081,0,0,1,1,0,No,ilp,No,35,strong components
1419_e_049,72.87444115,0,0,1,1,0,No,ilp,No,39,strong components
3247_e_077,66.99249315,0,0,1,1,0,No,ilp,No,42,strong components
3429_e_079,66.13577652,0,0,1,1,0,No,ilp,No,34,strong components
4861_e_093,63.05295181,0,0,1,1,0,No,ilp,No,40,strong components
3753_e_081,61.18586278,0,0,1,1,0,No,ilp,No,46,strong components
5807_e_099,59.50255871,0,0,1,1,0,No,ilp,No,35,strong components
5927_e_101,55.10771751,0,0,1,1,0,No,ilp,No,34,strong components
5128_e_097,54.43016863,0,0,1,1,0,No,ilp,No,36,strong components
5965_e_101,52.10842252,0,0,1,1,0,No,ilp,No,45,strong components
3488_e_079,51.87025452,0,0,1,1,0,No,ilp,No,42,strong components
4720_e_093,49.70076895,0,0,1,1,0,No,ilp,No,33,strong components
4676_e_093,48.97420025,0,0,1,1,0,No,ilp,No,32,strong components
3647_e_081,46.90171647,0,0,1,1,0,No,ilp,No,40,strong components
3403_e_079,46.63259029,0,0,1,1,0,No,ilp,No,53,strong components
5895_e_101,43.82171202,0,0,1,1,0,No,ilp,No,40,strong components
4768_e_093,41.78587437,0,0,1,1,0,No,ilp,No,37,strong components
5571_e_099,38.16276121,0,0,1,1,0,No,ilp,No,41,strong components
4987_e_097,37.66547227,0,0,1,1,0,No,ilp,No,38,strong components
5599_e_099,36.75722837,0,0,1,1,0,No,ilp,No,33,strong components
5517_e_099,35.97321939,0,0,1,1,0,No,ilp,No,34,strong components
1979_e_057,35.19872665,0,0,1,1,0,No,ilp,No,69,strong components
4581_e_093,33.0877459,0,0,1,1,0,No,ilp,No,36,strong components
1410_e_049,31.75271487,0,0,1,1,0,No,ilp,No,35,strong components
6229_e_101,30.68753123,0,0,1,1,0,No,ilp,No,38,strong components
2719_e_069,29.48657084,0,0,1,1,0,No,ilp,No,40,strong components
2190_e_063,29.23693895,0,0,1,1,0,No,ilp,No,50,strong components
4597_e_093,28.47296882,0,0,1,1,0,No,ilp,No,41,strong components
5050_e_097,28.09062266,0,0,1,1,0,No,ilp,No,29,strong components
2621_e_069,28.00975895,0,0,1,1,0,No,ilp,No,48,strong components
4892_e_093,27.62350392,0,0,1,1,0,No,ilp,No,40,strong components
1611_e_053,26.76375866,0,0,1,1,0,No,ilp,No,34,strong components
3174_e_077,26.02629471,0,0,1,1,0,No,ilp,No,37,strong components
3251_e_077,25.18755031,0,0,1,1,0,No,ilp,No,38,strong components
5401_e_099,24.86654258,0,0,1,1,0,No,ilp,No,30,strong components
5450_e_099,24.63542008,0,0,1,1,0,No,ilp,No,47,strong components
3000_e_073,23.97575164,0,0,1,1,0,No,ilp,No,27,strong components
3784_e_081,23.72481084,0,0,1,1,0,No,ilp,No,39,strong components
4995_e_097,23.32450199,0,0,1,1,0,No,ilp,No,42,strong components
3757_e_081,22.50898814,0,0,1,1,0,No,ilp,No,46,strong components
6015_e_101,21.67421722,0,0,1,1,0,No,ilp,No,32,strong components
4806_e_093,21.06887484,0,0,1,1,0,No,ilp,No,32,strong components
3758_e_081,20.35066628,0,0,1,1,0,No,ilp,No,28,strong components
3161_e_077,19.93334985,0,0,1,1,0,No,ilp,No,32,strong components
5040_e_097,19.57195687,0,0,1,1,0,No,ilp,No,41,strong components
4868_e_093,19.51883125,0,0,1,1,0,No,ilp,No,37,strong components
5992_e_101,19.51732707,0,0,1,1,0,No,ilp,No,32,strong components
6112_e_101,18.90642881,0,0,1,1,0,No,ilp,No,35,strong components
1627_e_053,18.62206435,0,0,1,1,0,No,ilp,No,30,strong components
3232_e_077,18.47887492,0,0,1,1,0,No,ilp,No,36,strong components
2689_e_069,18.36168432,0,0,1,1,0,No,ilp,No,37,strong components
3073_e_073,18.3269999,0,0,1,1,0,No,ilp,No,28,strong components
3449_e_079,18.11639428,0,0,1,1,0,No,ilp,No,45,strong components
1644_e_053,18.08264446,0,0,1,1,0,No,ilp,No,31,strong components
5230_e_097,17.59088945,0,0,1,1,0,No,ilp,No,35,strong components
5746_e_099,17.38503456,0,0,1,1,0,No,ilp,No,42,strong components
6199_e_101,17.19733548,0,0,1,1,0,No,ilp,No,32,strong components
2240_e_063,17.17431617,0,0,1,1,0,No,ilp,No,36,strong components
6234_e_101,17.03439736,0,0,1,1,0,No,ilp,No,34,strong components
5249_e_097,17.03081036,0,0,1,1,0,No,ilp,No,36,strong components
3272_e_077,16.95471358,0,0,1,1,0,No,ilp,No,31,strong components
5943_e_101,15.67362642,0,0,1,1,0,No,ilp,No,28,strong components
4966_e_097,15.43099642,0,0,1,1,0,No,ilp,No,37,strong components
4949_e_097,15.3443706,0,0,1,1,0,No,ilp,No,32,strong components
